商品,价格,店铺,详情页,品牌,详情
HLA海澜之家休闲中裤男23SPORTSDAY运动露营弹力短裤男夏 【户外生活】【户外露营】【舒适弹力】【运动风】立即抢购,128.00,海澜之家京东自营旗舰店,https://item.jd.com/100048706365.html,品牌： 海澜之家（HLA）,商品名称：海澜之家HKMCW2Y017A商品编号：100048706365商品毛重：230.00g商品产地：江苏货号：HKMCW2Y017A材质：涤纶(聚酯纤维)89%，氨纶(聚氨酯弹性纤维)11%适用季节：夏季上市时间：2023年夏季裤门襟：系带适用人群：青年裤型：直筒裤厚度：常规裤长：五分裤弹力：微弹腰型：自然腰风格：休闲风休闲风：oversize
POUM华夫格休闲裤男夏季薄宽松高街直筒阔腿裤子贴标运动冰休闲长裤丝 CLH-B448黑色 XL（建议120-140斤）,49.00,POUM默昇专卖店,https://item.jd.com/10067367178658.html,品牌： POUM,商品名称：POUM华夫格休闲裤男夏季薄宽松高街直筒阔腿裤子贴标运动冰休闲长裤丝 CLH-B448黑色 XL（建议120-140斤）商品编号：10067367178658店铺： POUM默昇专卖店商品毛重：0.8kg货号：CLH-B448材质：涤纶(聚酯纤维)100%腰型：自然腰上市时间：2023年春季裤门襟：系带适用人群：青年，青少年，中年裤型：阔腿裤裤长：长裤适用季节：春季，夏季，秋季，冬季，四季通用厚度：常规风格：复古风复古风：港风
海澜之家（HLA）短袖T恤男女情侣23新款冰爽棉Qee联名短袖男夏季 凉感抗菌-米白花纹AF 175/92A/L,108.00,海澜之家官方旗舰店,https://item.jd.com/10066914934340.html,品牌： 海澜之家（HLA）,商品名称：海澜之家（HLA）短袖T恤男女情侣23新款冰爽棉Qee联名短袖男夏季 凉感抗菌-米白花纹AF 175/92A/L商品编号：10066914934340店铺： 海澜之家官方旗舰店商品毛重：1.0kg货号：HNTBJ2Y335A材质：棉78%，涤纶(聚酯纤维)22%版型：宽松型适用季节：夏季上市时间：2023年夏季领型：圆领适用人群：青年，中年，青少年，情侣厚度：常规袖长：短袖面料：针织布图案：卡通动漫适用场景：居家，运动，学校风格：休闲风休闲风：简约风
海澜之家（HLA）夹克男23春季新款sportsday户外生活连帽运动外套男春季 藏青镶拼43 185/100A(XXL) 推荐83-90kg,318.00,海澜之家官方旗舰店,https://item.jd.com/10065405502609.html,品牌： 海澜之家（HLA）,商品名称：海澜之家（HLA）夹克男23春季新款sportsday户外生活连帽运动外套男春季 藏青镶拼43 185/100A(XXL) 推荐83-90kg商品编号：10065405502609店铺： 海澜之家官方旗舰店商品毛重：1.0kg货号：HWJAW1Y025A材质：涤纶(聚酯纤维)100%版型：标准型适用季节：春季上市时间：2023年春季领型：连帽适用人群：青年下摆设计：橡筋厚度：常规衣长：常规款图案：字母衣门襟：拉链风格：休闲风休闲风：简约风
爱心东东劳帝伦夹克男春季潮流外套男生韩版宽松休闲工装春秋薄款青少年立领上衣 豆灰色一一春天夏季秋季秋天 XL,59.00,奕星格服饰专营店,https://item.jd.com/10025559940982.html,品牌： 劳帝伦（LAODILUN）,商品名称：劳帝伦夹克男春季潮流外套男生韩版宽松休闲工装春秋薄款青少年立领上衣 豆灰色一一春天夏季秋季秋天 XL商品编号：10025559940982店铺： 奕星格服饰专营店商品毛重：500.00g货号：20745#6618材质：涤纶(聚酯纤维)95%版型：宽松型适用季节：春季，秋季衣长：常规款厚度：薄款适用人群：青年，青少年领型：立领上市时间：2023年春季图案：纯色衣门襟：拉链风格：日韩风日韩风：韩版
畅登 短袖t恤男夏季薄款学生印花衣男潮牌大码宽松上衣百搭五分袖体恤 黑色 XL,19.00,欣鑫服饰专营店,https://item.jd.com/10055033202901.html,品牌： 畅登（CHANGDENG）,商品名称：畅登 短袖t恤男夏季薄款学生印花衣男潮牌大码宽松上衣百搭五分袖体恤 黑色 XL商品编号：10055033202901店铺： 欣鑫服饰专营店商品毛重：500.00g货号：勤远-T107月亮-S8材质：涤纶(聚酯纤维)95%版型：宽松型适用季节：夏季上市时间：2022年夏季领型：圆领适用人群：青年，青少年流行元素：印花厚度：薄款图案：卡通动漫袖长：五分袖风格：休闲风休闲风：简约风
海澜之家（HLA）休闲裤春新舒适弹力束脚运动风时尚裤子男 黑色20 175/84A,178.00,海澜之家官方旗舰店,https://item.jd.com/10043624563307.html,品牌： 海澜之家（HLA）,商品名称：海澜之家（HLA）休闲裤春新舒适弹力束脚运动风时尚裤子男 黑色20 175/84A商品编号：10043624563307店铺： 海澜之家官方旗舰店商品毛重：1.0kg货号：HKCAW1U013A材质：氨纶(聚氨酯弹性纤维)8%，锦纶/尼龙(聚酰胺纤维)92%适用季节：春季上市时间：2022年春季裤门襟：系带适用人群：青年流行元素：车缝线裤长：长裤裤型：锥形裤腰型：自然腰图案：纯色厚度：常规风格：通勤风通勤风：商务休闲
真维斯男装 春夏款潮流圆领男士印花休闲衣服时尚短袖T恤JW 漂白色2100 L,33.90,真维斯官方旗舰店,https://item.jd.com/10055470182036.html,品牌： 真维斯（Jeanswest）,商品名称：真维斯男装 春夏款潮流圆领男士印花休闲衣服时尚短袖T恤JW 漂白色2100 L商品编号：10055470182036店铺： 真维斯官方旗舰店商品毛重：0.69kg商品产地：中国大陆货号：JW-23-173813材质：棉100%版型：标准型适用季节：夏季上市时间：2022年夏季领型：圆领适用人群：青年流行元素：印花厚度：常规袖长：短袖风格：休闲风休闲风：中性风
Semir森马短袖T恤男绣花设计夏季新款男生青春活力宽松针织假两件 米黄3210 170/88A/M,89.99,森马官方旗舰店,https://item.jd.com/10043668691191.html,品牌： Semir,商品名称：Semir107422100123商品编号：10043668691191店铺： 森马官方旗舰店商品毛重：1.0kg商品产地：中国大陆货号：107422100123材质：棉70.4%，涤纶(聚酯纤维)29.6%版型：宽松型适用季节：夏季上市时间：2022年夏季领型：圆领适用人群：青年流行元素：刺绣厚度：薄款风格：休闲风袖长：短袖图案：字母适用场景：日常
罗蒙（ROMON）2件装莫代尔品牌男士短袖t恤夏季2023新款高端冰丝半袖上衣服装薄 019款-黑色 3XL 【165~180斤】合身,108.00,罗蒙彤弓专卖店,https://item.jd.com/10070463505059.html,品牌： 罗蒙（ROMON）,商品名称：罗蒙（ROMON）2件装莫代尔品牌男士短袖t恤夏季2023新款高端冰丝半袖上衣服装薄 019款-黑色 3XL 【165~180斤】合身商品编号：10070463505059店铺： 罗蒙彤弓专卖店商品毛重：1.0kg商品产地：中国大陆货号：罗蒙XhHdJnSe材质：其他100%版型：标准型适用季节：夏季上市时间：2023年春季领型：圆领适用人群：青年厚度：薄款袖长：短袖适用场景：居家，运动风格：休闲风休闲风：简约风
卡帝乐鳄鱼防晒衣男冰薄速干皮肤衣男防紫外线UPF50+上衣外套男装 浅灰XL 【品质男装】国际品牌！多仓直发！最快当天达！时间有限！数量有限！购买极速通道！请戳！！,79.00,卡帝乐鳄鱼（CARTELO）服饰京东自营旗舰店,https://item.jd.com/100037893078.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼防晒衣男商品编号：100037893078商品毛重：300.00g商品产地：福建泉州货号：J1FA761220363材质：锦纶/尼龙(聚酰胺纤维)100%衣门襟：拉链流行元素：印花厚度：薄款衣长：常规款领型：连帽适用人群：青年，青少年下摆设计：直下摆版型：标准型风格：运动风上市时间：2022年夏季图案：字母适用场景：旅行
爱心东东朔玉纯棉免烫宽松版衬衫男士长袖休闲工装衬衣春秋外套男装潮 高质量纯棉料长袖(灰蓝色) XL 135斤-155斤,109.64,辰皓服饰专营店,https://item.jd.com/10045292729690.html,品牌： 朔玉,商品名称：朔玉纯棉免烫宽松版衬衫男士长袖休闲工装衬衣春秋外套男装潮 高质量纯棉料长袖(灰蓝色) XL 135斤-155斤商品编号：10045292729690店铺： 辰皓服饰专营店商品毛重：1.0kg商品产地：中国大陆货号：321080399430厚度：常规材质：棉100%版型：宽松型风格：百搭风袖长：长袖图案：纯色，斑马纹，宇宙星空上市时间：2022年春季
"嘉晔纯色卫衣男长袖t恤男衣服潮圆领男女学生体恤打底衫 白色 XL 纯棉t恤男9.9包邮五分袖,短裤男，纯棉男衬衫，牛仔裤男，工装衬衫外套男，短袖t恤男潮牌，薄款休闲裤男，西裤衬衫，送运费险，上衣男装，纯棉jk衬衫西装，五分袖t",19.00,东万男装专营店,https://item.jd.com/54684845311.html,品牌： 嘉晔（JIAYE）,商品名称：嘉晔纯色卫衣男长袖t恤男衣服潮圆领男女学生体恤打底衫 白色 XL商品编号：54684845311店铺： 东万男装专营店商品毛重：300.00g商品产地：中国大陆货号：SHY-纯色套头S10bv材质：棉35%袖长：长袖适用季节：冬季上市时间：2019年夏季领型：圆领适用人群：情侣厚度：加绒面料：棉毛布图案：纯色版型：宽松型风格：休闲风休闲风：oversize
Jeep吉普男装2021秋季新款时尚休闲卫衣男棉质男士长袖T恤印花字母上衣潮打底衫 浅草绿 XL(145-165斤）,179.00,JEEP旗舰店,https://item.jd.com/10034251147170.html,品牌： Jeep,商品名称：Jeep吉普男装2021秋季新款时尚休闲卫衣男棉质男士长袖T恤印花字母上衣潮打底衫 浅草绿 XL(145-165斤）商品编号：10034251147170店铺： JEEP旗舰店商品毛重：500.00g商品产地：中国大陆货号：P213MKT489材质：棉72.9%，涤纶(聚酯纤维)27.1%袖长：长袖适用季节：秋季上市时间：2021年秋季领型：V领适用人群：青年流行元素：印花厚度：常规版型：标准型图案：动物，字母适用场景：居家，旅行风格：休闲风休闲风：简约风
AEMAPE休闲裤男春夏季束脚哈伦工装长裤子男士潮牌舒适弹力帅气时尚百搭 8883灰色 L,79.00,AEMAPE爱曼普服饰旗舰店,https://item.jd.com/10058052822378.html,品牌： AEMAPE,商品名称：AEMAPE休闲裤男春夏季束脚哈伦工装长裤子男士潮牌舒适弹力帅气时尚百搭 8883灰色 L商品编号：10058052822378店铺： AEMAPE爱曼普服饰旗舰店商品毛重：1.0kg货号：kmzxaxaa材质：棉69.4%适用季节：春季，夏季上市时间：2022年秋季厚度：常规弹力：微弹腰型：自然腰裤长：长裤裤门襟：系带裤型：工装裤适用人群：青年，青少年适用场景：旅行，运动风格：休闲风休闲风：oversize
真维斯（Jeanswest）春季新款男士纯棉飞行户外宽松工装牛仔上衣休闲百搭外套夹克 卡其 3XL,139.00,真维斯衣流专卖店,https://item.jd.com/10069594099811.html,品牌： 真维斯（Jeanswest）,商品名称：真维斯（Jeanswest）春季新款男士纯棉飞行户外宽松工装牛仔上衣休闲百搭外套男装夹克 卡其 3XL商品编号：10069594099811店铺： 真维斯衣流专卖店商品毛重：10.00g货号：ZWSQJ22032材质：棉100%衣门襟：单排扣适用季节：春季，秋季衣长：常规款领型：翻领适用人群：青年，中年，青少年，情侣下摆设计：橡筋厚度：常规上市时间：2023年春季版型：宽松型图案：纯色，字母，拼色适用场景：学校风格：休闲风休闲风：oversize
GENIOLAMODE森马集团2023新款男生简约半袖男夏季中学生百搭宽松纯棉短袖t恤 浅米色(生气柯基胸标) 170/M(男女同款),49.90,GENIOLAMODE男装旗舰店,https://item.jd.com/10071292247948.html,品牌： GENIOLAMODE,商品名称：GENIOLAMODE森马集团2023新款男生简约半袖男夏季中学生百搭宽松纯棉短袖t恤 浅米色(生气柯基胸标) 170/M(男女同款)商品编号：10071292247948店铺： GENIOLAMODE男装旗舰店商品毛重：150.00g商品产地：中国大陆货号：GENIOLAMODEOQCcmdx0320Z002材质：棉100%袖长：短袖适用季节：夏季上市时间：2023年夏季厚度：常规面料：棉毛布流行元素：印花，简约领型：圆领适用人群：青年，青少年版型：宽松型图案：字母，卡通动漫，几何图案适用场景：运动，学校风格：日韩风日韩风：韩版
楠语秋（NANYUQIU）排扣短袖T恤男夏季潮牌宽松ins上衣服痞帅百搭港风半袖潮流T恤 黑色 2XL (建议141-160斤),39.80,罗尊男装专营店,https://item.jd.com/10032296644775.html,品牌： 楠语秋（NANYUQIU）,商品名称：楠语秋（NANYUQIU）排扣短袖T恤男夏季潮牌宽松ins上衣服痞帅百搭港风半袖潮流T恤 黑色 2XL (建议141-160斤)商品编号：10032296644775店铺： 罗尊男装专营店商品毛重：1.0kg货号：LZN52441483523535材质：涤纶(聚酯纤维)10%袖长：五分袖适用季节：夏季上市时间：2021年夏季领型：圆领适用人群：青年流行元素：拼接图案：纯色版型：宽松型风格：休闲风休闲风：简约风
卡帝乐鳄鱼（CARTELO）夹克外套男士春秋季新款2023薄款潮流休闲牛仔上衣工装帅气 时尚18白色+【高品质】 XL 175建议【120-135斤】,148.00,卡帝乐鳄鱼群策专卖店,https://item.jd.com/10069541843586.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼（CARTELO）夹克外套男士春秋季新款2023薄款潮流休闲牛仔上衣工装帅气男装 时尚18白色+【高品质】 XL 175建议【120-135斤】商品编号：10069541843586店铺： 卡帝乐鳄鱼群策专卖店商品毛重：1.0kg商品产地：中国大陆货号：232/N8aENy8H材质：其他衣门襟：单排扣适用季节：春季上市时间：2023年春季领型：棒球领风格：商务休闲厚度：薄款衣长：常规款版型：宽松型
弄浪（nonglong）圆领夏装上衣男士短袖男T恤青年修身休闲短轴半袖t恤男衫潮 白色 XL,19.89,潮酷服饰专营店,https://item.jd.com/66258248224.html,品牌： 弄浪（nonglang）,商品名称：弄浪（nonglong）圆领夏装上衣男士短袖男T恤青年修身休闲短轴半袖t恤男衫潮 白色 XL商品编号：66258248224店铺： 潮酷服饰专营店商品毛重：0.65kg商品产地：中国大陆货号：JIEXIN短体s5-7材质：涤纶(聚酯纤维)90%袖长：短袖适用季节：夏季版型：修身型上市时间：2019年夏季厚度：薄款适用人群：青年流行元素：印花领型：圆领风格：休闲风，商务休闲面料：棉毛布图案：字母，数字适用场景：休闲
卡帝乐鳄鱼（CARTELO）短袖男夏季潮流短袖T恤男士休闲商务POLO打底衫 白色 XL,99.00,卡帝乐鳄鱼（CARTELO）服饰京东自营专区,https://item.jd.com/100045331878.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼男士T恤商品编号：100045331878商品毛重：200.00g商品产地：中国福建省货号：Q-QYKDLNZ682XD领型：衬衫领材质：棉71.3%，氨纶(聚氨酯弹性纤维)2.6%，涤纶(聚酯纤维)26.1%厚度：薄款版型：标准型袖长：短袖适用季节：四季通用，夏季适用人群：青年，中年上市时间：2023年夏季风格：日韩风日韩风：韩版
罗蒙（ROMON）大牌捡漏外套男春秋季立领休闲长袖卫衣夹克中青年开衫宽松运动 【高档面料】7063灰色 3XL 155-170/斤,139.00,罗蒙（ROMON）闻洋专卖店,https://item.jd.com/10070272931235.html,品牌： 罗蒙（ROMON）,商品名称：罗蒙（ROMON）大牌捡漏外套男春秋季立领休闲长袖卫衣夹克中青年开衫宽松运动装 【高档面料】7063灰色 3XL 155-170/斤商品编号：10070272931235店铺： 罗蒙（ROMON）闻洋专卖店商品毛重：1.0kg商品产地：中国大陆货号：NiFAmyHK003.6材质：棉30%厚度：薄款衣门襟：拉链适用季节：春季，秋季版型：宽松型衣长：常规款领型：立领适用人群：青年，中年，青少年下摆设计：直下摆面料：罗纹布上市时间：2023年春季流行元素：拼接图案：纯色适用场景：职场，雨天，旅行风格：休闲风休闲风：简约风
衣然呈品牛仔裤男春夏季新款日系潮流复古宽松百搭休闲直筒九分长裤子男装 黑灰色 M【建议90-110斤】,49.00,衣然呈品服饰旗舰店,https://item.jd.com/10057756240835.html,品牌： 衣然呈品,商品名称：衣然呈品牛仔裤男春夏季新款日系潮流复古宽松百搭休闲直筒九分长裤子男装 黑灰色 M【建议90-110斤】商品编号：10057756240835店铺： 衣然呈品服饰旗舰店商品毛重：1.0kg商品产地：中国大陆货号：KWX041材质：棉60%厚度：常规腰型：自然腰适用季节：春季，秋季上市时间：2023年春季裤门襟：系带弹力：微弹面料：常规牛仔布裤型：直筒裤裤长：长裤适用人群：青少年，青年图案：纯色适用场景：居家，旅行，学校风格：休闲风休闲风：简约风
Semir森马外套男2023春季插肩字母复古教练夹克109123108109咖白色调M,259.99,森马京东自营旗舰店,https://item.jd.com/100048875039.html,品牌： 森马（Semir）,商品名称：森马109123108109商品编号：100048875039商品毛重：0.65kg商品产地：中国大陆货号：109123108109材质：棉55.6%，涤纶(聚酯纤维)44.4%版型：宽松型适用季节：春季，秋季厚度：常规上市时间：2023年春季领型：翻领适用人群：青年，青少年流行元素：简约衣长：常规款下摆设计：本布衣门襟：单排扣图案：字母适用场景：学校风格：休闲风休闲风：简约风
唐狮春秋牛仔外套男青少年休闲宽松牛仔夹克衫衣多穿黑色牛仔褂上衣潮 黑色（一/二/三批） L,179.90,唐狮官方旗舰店,https://item.jd.com/55586186715.html,品牌： 唐狮（TonLion）,商品名称：唐狮春秋牛仔外套男青少年休闲宽松牛仔夹克衫衣多穿黑色牛仔褂上衣潮 黑色（一/二/三批） L商品编号：55586186715店铺： 唐狮官方旗舰店商品毛重：300.00g商品产地：中国大陆货号：626410056002材质：棉95%衣门襟：单排扣适用季节：春季，秋季衣长：常规款厚度：常规面料：牛仔布流行元素：车缝线领型：翻领上市时间：2021年春季适用人群：青年图案：纯色版型：宽松型风格：休闲风休闲风：oversize
海澜之家（HLA）休闲短裤男抽绳松紧腰字母涂鸦宽松运动裤子男夏季 黑色花纹12 175/82A,138.00,海澜之家官方旗舰店,https://item.jd.com/10045997543729.html,品牌： 海澜之家（HLA）,商品名称：海澜之家（HLA）休闲短裤男抽绳松紧腰字母涂鸦宽松运动裤子男夏季 黑色花纹12 175/82A商品编号：10045997543729店铺： 海澜之家官方旗舰店商品毛重：1.0kg货号：HKMCJ2U012A材质：涤纶(聚酯纤维)100%腰型：自然腰裤门襟：系带上市时间：2022年夏季厚度：常规弹力：微弹流行元素：车缝线裤型：直筒裤裤长：五分裤适用季节：夏季图案：字母适用人群：青少年风格：潮流风潮流风：街头风
商场同款gxgjeans男装夏季新款T恤男短袖休闲基础多色上衣体恤潮流衣多穿 白色-Y 175/L,69.00,gxg.jeans旗舰店,https://item.jd.com/10046581564273.html,品牌： gxg.jeans,商品名称：商场同款gxgjeans男装夏季新款T恤男短袖休闲基础多色上衣体恤潮流衣多穿 白色-Y 175/L商品编号：10046581564273店铺： gxg.jeans旗舰店商品毛重：1.0kg货号：JB144666C材质：棉100%版型：宽松型适用季节：夏季上市时间：2021年夏季厚度：常规适用人群：青年袖长：短袖图案：纯色领型：圆领风格：休闲风休闲风：简约风
卡帝乐鳄鱼（CARTELO）春季长袖t恤男纯棉青年圆领韩版潮薄款百搭秋衣打底衫加大号ins 大R袖长豆绿色 2XL【建议135-150斤】,58.00,卡帝乐鳄鱼群策专卖店,https://item.jd.com/10068204390690.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼（CARTELO）春季长袖t恤男纯棉青年圆领韩版潮薄款百搭秋衣打底衫加大号ins 大R袖长豆绿色 2XL【建议135-150斤】商品编号：10068204390690店铺： 卡帝乐鳄鱼群策专卖店商品毛重：1.0kg商品产地：中国大陆货号：232/kTmY2YwR材质：棉袖长：长袖适用季节：春季上市时间：2023年春季领型：圆领适用人群：青年风格：韩版厚度：薄款版型：宽松型
真维斯（Jeanswest）纯棉纯色短袖t恤男女打底衫白色上衣夏季男装大码纯黑男士半袖T恤 纯色白+纯色黑 L,79.00,真维斯俊皓专卖店,https://item.jd.com/10068125441952.html,品牌： 真维斯（Jeanswest）,商品名称：真维斯（Jeanswest）纯棉纯色短袖t恤男女打底衫白色上衣夏季男装大码纯黑男士半袖T恤 纯色白+纯色黑 L商品编号：10068125441952店铺： 真维斯俊皓专卖店商品毛重：200.00g货号：ZWS-1006材质：棉100%版型：宽松型适用季节：夏季上市时间：2023年春季领型：圆领适用人群：青年厚度：常规图案：纯色袖长：短袖风格：休闲风休闲风：oversize
商品,价格,店铺,详情页,品牌,详情
李宁速干凉爽丨直筒运动长裤2023男装裤子健身系列跑步裤AYKT535 4月22日-4月23日，热销商品叠满600减110，欢迎选购（特殊商品除外）点击进入,128.10,李宁京东自营旗舰店,https://item.jd.com/100041295820.html,品牌： 李宁（LI-NING）,商品名称：李宁AYKT535商品编号：100041295820商品毛重：500.00g商品产地：中国大陆货号：AYKT535上市时间：2023年夏季
花花公子冰丝凉感男士短袖T恤男式夏季新款宽松男装polo体恤衫休闲上衣 白色 175/92A,99.00,花花公子羊绒旗舰店,https://item.jd.com/10071908684781.html,品牌： 花花公子（PLAYBOY）,商品名称：花花公子冰丝凉感男士短袖T恤男式夏季新款宽松男装polo体恤衫休闲上衣 白色 175/92A商品编号：10071908684781店铺： 花花公子羊绒旗舰店商品毛重：500.00g商品产地：中国大陆货号：GT232116901材质：涤纶(聚酯纤维)100%袖长：短袖适用季节：夏季上市时间：2023年春季领型：POLO领适用人群：青年，青少年流行元素：印花厚度：薄款版型：标准型适用场景：居家，旅行风格：日韩风日韩风：韩版
柒牌（SEVEN）柒牌男士短袖T恤2023夏季运动休闲抗菌透气半袖圆领体恤上衣,79.00,柒牌京东自营旗舰店,https://item.jd.com/100053709727.html,品牌： 柒牌（SEVEN）,商品名称：柒牌124F70070商品编号：100053709727商品毛重：300.00g商品产地：中国大陆货号：124F70070领型：圆领材质：棉92.9%，氨纶(聚氨酯弹性纤维)7.1%版型：标准型厚度：常规袖长：短袖上市时间：2023年夏季风格：休闲风休闲风：简约风
啄木鸟（TUCANO）短袖t恤男 圆领印花纯棉T恤休闲百搭打底衫衣服男装 灰色 XL,68.00,啄木鸟（TUCANO）男装京东自营旗舰店,https://item.jd.com/100010749863.html,品牌： 啄木鸟（TUCANO）,商品名称：啄木鸟短袖t恤商品编号：100010749863商品毛重：240.00g商品产地：中国福建货号：21060ZM1029材质：棉100%版型：标准型适用季节：夏季上市时间：2021年夏季领型：圆领适用人群：青年流行元素：印花厚度：薄款图案：字母袖长：短袖风格：休闲风休闲风：简约风
HLA海澜之家夹克男23新款【许魏洲同款】立领外套男春季 红棕18 180/96A/XL,558.00,海澜之家官方旗舰店,https://item.jd.com/10067306100770.html,品牌： 海澜之家（HLA）,商品名称：HLA海澜之家夹克男23新款【许魏洲同款】立领外套男春季 红棕18 180/96A/XL商品编号：10067306100770店铺： 海澜之家官方旗舰店商品毛重：1.0kg货号：HWJAD1Y018A材质：棉55%，锦纶/尼龙(聚酰胺纤维)45%版型：宽松型适用季节：春季衣长：常规款领型：立领适用人群：青少年下摆设计：橡筋厚度：常规上市时间：2023年春季图案：纯色衣门襟：拉链风格：休闲风休闲风：简约风
卡帝乐鳄鱼休闲裤男春夏季商务休闲西裤男修身直筒长裤子男 黑色 32/2XL 【品质男装】国际品牌！多仓直发！最快当天达！时间有限！数量有限！购买极速通道！请戳！！,138.00,卡帝乐鳄鱼（CARTELO）服饰京东自营旗舰店,https://item.jd.com/100024832054.html,品牌： 卡帝乐鳄鱼（CARTELO）,商品名称：卡帝乐鳄鱼休闲裤商品编号：100024832054商品毛重：475.00g商品产地：福建泉州货号：J1F2111130183材质：涤纶(聚酯纤维)90%适用季节：四季通用弹力：微弹上市时间：2021年秋季裤门襟：拉链适用人群：青年流行元素：车缝线裤长：长裤裤型：直筒裤腰型：自然腰图案：纯色厚度：常规风格：通勤风通勤风：商务休闲
亘哒夏季大码短袖t恤男宽松韩版2023新款潮流百搭上衣服ins半袖男体恤 黑色 L【105-120斤】,29.00,亘哒雨镡专卖店,https://item.jd.com/10070090103647.html,品牌： 亘哒,商品名称：亘哒夏季大码短袖t恤男宽松韩版2023新款潮流百搭上衣服ins半袖男体恤 黑色 L【105-120斤】商品编号：10070090103647店铺： 亘哒雨镡专卖店商品毛重：300.00g商品产地：中国大陆货号：双富A35材质：涤纶(聚酯纤维)100%版型：标准型适用季节：夏季上市时间：2023年夏季领型：圆领面料：棉毛布流行元素：印花厚度：常规袖长：五分袖适用人群：青年，青少年风格：休闲风休闲风：oversize
HLA海澜之家休闲裤panda wowo熊猫直筒裤松紧腰轻薄裤子男夏 【panda】【wowo熊猫】【松紧腰】【舒适耐穿】立即抢购,158.00,海澜之家京东自营旗舰店,https://item.jd.com/100042814565.html,品牌： 海澜之家（HLA）,商品名称：海澜之家HKCAW2Y020A商品编号：100042814565商品毛重：0.6kg商品产地：江苏货号：HKCAW2Y020A材质：涤纶(聚酯纤维)100%腰型：自然腰上市时间：2023年夏季厚度：常规适用人群：青年裤门襟：拉链裤型：直筒裤适用季节：夏季弹力：无弹力图案：卡通动漫裤长：九分裤风格：休闲风休闲风：oversize
稻草人（MEXICAN）长袖t恤男 圆领宽松上衣男装时尚潮流休闲时尚衣服 J9F2451230507 中灰 L,79.00,稻草人（MEXICAN）男装京东自营旗舰店,https://item.jd.com/100028631541.html,品牌： 稻草人（MEXICAN）,商品名称：稻草人T恤商品编号：100028631541商品毛重：300.00g商品产地：中国福建货号：J9F2451230507材质：棉100%袖长：长袖适用季节：春季，秋季上市时间：2022年秋季领型：圆领适用人群：青年，青少年流行元素：印花，简约厚度：薄款版型：宽松型图案：字母，拼色适用场景：旅行，学校风格：休闲风休闲风：简约风
罗蒙（ROMON）夹克男2023新款春秋季痞帅感男装潮牌休闲条纹上衣服男士外套 军绿色 L,219.00,罗蒙赫讴专卖店,https://item.jd.com/10070976074049.html,品牌： 罗蒙（ROMON）,商品名称：罗蒙（ROMON）夹克男2023新款春秋季痞帅感男装潮牌休闲条纹上衣服男士外套 军绿色 L商品编号：10070976074049店铺： 罗蒙赫讴专卖店商品毛重：0.8kg货号：罗蒙-JJAm6Pt3材质：涤纶(聚酯纤维)92%衣门襟：单排扣适用季节：春季上市时间：2023年春季领型：翻领适用人群：青年流行元素：印花厚度：常规下摆设计：直下摆衣长：常规款图案：条纹版型：宽松型风格：日韩风日韩风：韩版
森马【凉感】短袖T恤男夏季纯色打底衫简约弹力针织上装109322100160,59.99,森马京东自营旗舰店,https://item.jd.com/100033113484.html,品牌： 森马（Semir）,商品名称：森马109322100160商品编号：100033113484商品毛重：220.00g商品产地：中国大陆货号：109322100160材质：棉72.3%，涤纶(聚酯纤维)27.7%版型：标准型适用季节：夏季上市时间：2022年夏季领型：圆领适用人群：青年，青少年流行元素：车缝线厚度：薄款图案：纯色袖长：短袖风格：休闲风休闲风：简约风
gxmy牛仔外套男春秋季新款潮流休闲运动夹克套装男一套搭配衣服男装 C2801卡其+百搭白T+K501裤 XL 【120-140斤】,168.00,gxmy服饰旗舰店,https://item.jd.com/10060013178155.html,品牌： gxmy,商品名称：gxmy牛仔外套男春秋季新款潮流休闲运动夹克套装男一套搭配衣服男装 C2801卡其+百搭白T+K501裤 XL 【120-140斤】商品编号：10060013178155店铺： gxmy服饰旗舰店商品毛重：1.0kg商品产地：中国大陆货号：【XZ509-C2801】【XZ303A-K501】材质：其他98%衣门襟：单排扣适用季节：春季，秋季上市时间：2022年秋季领型：翻领适用人群：青年，青少年厚度：常规衣长：常规款版型：标准型风格：潮流风潮流风：街头风
啄木鸟（TUCANO）短袖t恤运动套装男中老年休闲时尚长裤爸爸装两件套灰色B XL,108.00,啄木鸟（TUCANO）服饰京东自营旗舰店,https://item.jd.com/100012833532.html,品牌： 啄木鸟（TUCANO）,商品名称：啄木鸟短袖套装商品编号：100012833532商品毛重：500.00g商品产地：中国福建货号：20258ZMX809CK材质：涤纶(聚酯纤维)100%袖长：短袖适用季节：四季通用上市时间：2022年夏季领型：圆领适用人群：中年流行元素：车缝线厚度：常规版型：标准型图案：纯色适用场景：居家风格：休闲风休闲风：简约风
